customer_id,acquisition_date,segment,age,city,is_active
CUST_0191,2022-06-27,High Value,18,Houston,True
CUST_0192,2022-05-23,Medium Value,37,Los Angeles,True
CUST_0193,2022-04-27,High Value,27,Philadelphia,True
CUST_0194,2023-10-26,High Value,22,New York,True
CUST_0195,2022-12-07,Low Value,34,San Jose,True
CUST_0196,2022-08-20,High Value,52,Dallas,True
CUST_0197,2023-02-15,Low Value,22,Houston,True
CUST_0198,2022-05-16,Medium Value,32,San Jose,True
CUST_0199,2022-09-11,Low Value,18,Houston,True
CUST_0200,2022-02-19,High Value,41,New York,True
CUST_0201,2022-02-22,Medium Value,27,Los Angeles,True
CUST_0202,2023-11-13,Medium Value,24,New York,True
CUST_0203,2022-08-12,High Value,38,Houston,True
CUST_0204,2022-06-02,High Value,34,Los Angeles,True
CUST_0205,2023-08-25,One-time Buyers,28,New York,True
CUST_0206,2022-11-28,Medium Value,44,Philadelphia,True
CUST_0207,2022-09-02,One-time Buyers,18,Los Angeles,True
CUST_0208,2022-03-04,Low Value,41,Dallas,True
CUST_0209,2022-06-16,Medium Value,18,Houston,True
CUST_0210,2022-10-10,High Value,35,Phoenix,True
CUST_0211,2022-09-19,Medium Value,34,San Diego,True
CUST_0212,2022-01-16,Low Value,20,Houston,True
CUST_0213,2022-02-13,Medium Value,47,Dallas,True
CUST_0214,2022-12-10,Medium Value,28,Chicago,True
CUST_0215,2022-09-29,Low Value,18,San Jose,True
CUST_0216,2024-03-06,Medium Value,25,San Jose,True
CUST_0217,2024-10-02,Low Value,39,San Diego,True
CUST_0218,2022-03-01,One-time Buyers,27,Houston,True
CUST_0219,2023-02-10,High Value,49,San Diego,True
CUST_0220,2023-04-21,High Value,38,San Antonio,True
CUST_0221,2022-02-23,Medium Value,39,Houston,True
CUST_0222,2022-08-11,Low Value,29,Los Angeles,True
CUST_0223,2023-09-22,Medium Value,49,Los Angeles,True
CUST_0224,2022-05-22,Medium Value,30,San Antonio,True
CUST_0225,2022-04-18,Medium Value,35,Philadelphia,True
CUST_0226,2023-11-21,Medium Value,55,San Antonio,True
CUST_0227,2022-08-24,Medium Value,37,San Antonio,True
CUST_0228,2024-04-23,High Value,44,San Diego,True
CUST_0229,2022-05-03,Low Value,39,New York,True
CUST_0230,2022-08-17,Low Value,30,Los Angeles,True
CUST_0231,2023-04-12,One-time Buyers,29,New York,True
CUST_0232,2023-02-13,Medium Value,24,San Antonio,True
CUST_0233,2022-09-11,High Value,40,Philadelphia,True
CUST_0234,2023-06-01,Medium Value,39,Los Angeles,True
CUST_0235,2023-07-17,High Value,31,Houston,True
CUST_0236,2022-02-18,Low Value,23,Houston,True
CUST_0237,2023-01-20,Medium Value,45,Houston,True
CUST_0238,2022-08-23,Low Value,51,Dallas,True
CUST_0239,2022-05-08,Medium Value,18,San Diego,True
CUST_0240,2024-06-01,Medium Value,52,Chicago,True
CUST_0241,2022-09-22,Medium Value,64,San Antonio,True
CUST_0242,2023-09-10,High Value,36,Chicago,True
CUST_0243,2022-09-07,One-time Buyers,40,Phoenix,True
CUST_0244,2022-02-19,Low Value,37,San Diego,True
CUST_0245,2022-10-07,Low Value,54,Houston,True
CUST_0246,2024-02-19,One-time Buyers,28,Los Angeles,True
CUST_0247,2022-02-06,Medium Value,35,San Diego,True
CUST_0248,2022-06-02,Low Value,48,Dallas,True
CUST_0249,2022-05-03,High Value,22,Los Angeles,True
CUST_0250,2024-01-28,Low Value,18,New York,True
CUST_0251,2022-05-08,Medium Value,30,Dallas,True
CUST_0252,2022-06-30,Medium Value,55,New York,True
CUST_0253,2022-02-28,High Value,18,Los Angeles,True
CUST_0254,2022-05-16,One-time Buyers,34,Houston,True
CUST_0255,2022-10-28,Low Value,31,Chicago,True
CUST_0256,2024-12-31,High Value,21,San Antonio,True
CUST_0257,2022-09-29,Low Value,35,San Diego,True
CUST_0258,2023-11-16,Medium Value,34,San Diego,True
CUST_0259,2022-03-05,Medium Value,34,Houston,True
CUST_0260,2022-01-21,Low Value,28,San Antonio,True
CUST_0261,2022-07-01,Low Value,18,New York,True
CUST_0262,2022-09-04,Medium Value,48,Chicago,True
CUST_0263,2022-03-02,Medium Value,18,San Antonio,True
CUST_0264,2022-06-07,Low Value,25,New York,True
CUST_0265,2022-02-20,High Value,46,San Antonio,True
CUST_0266,2022-03-17,High Value,50,Phoenix,True
CUST_0267,2022-12-01,Medium Value,28,San Diego,True
CUST_0268,2022-03-23,Low Value,40,Phoenix,True
CUST_0269,2022-03-25,High Value,43,San Antonio,True
CUST_0270,2022-06-01,Low Value,40,Dallas,True
CUST_0271,2022-03-10,Low Value,42,San Diego,True
CUST_0272,2022-01-27,High Value,31,Chicago,True
CUST_0273,2022-01-09,Medium Value,38,Houston,True
CUST_0274,2023-11-01,Medium Value,19,Phoenix,True
CUST_0275,2022-05-06,Low Value,26,Houston,True
CUST_0276,2022-04-04,Low Value,18,New York,True
CUST_0277,2022-06-07,Low Value,18,San Jose,True
CUST_0278,2024-06-08,Medium Value,55,Dallas,True
CUST_0279,2022-02-15,Low Value,34,New York,True
CUST_0280,2023-04-28,One-time Buyers,48,Philadelphia,True
CUST_0281,2022-01-07,Medium Value,38,New York,True
CUST_0282,2022-03-31,Low Value,18,New York,True
CUST_0283,2023-06-25,High Value,35,San Jose,True
CUST_0284,2022-04-06,Medium Value,39,San Diego,True
CUST_0285,2024-01-08,High Value,37,Dallas,True
CUST_0286,2022-08-31,Medium Value,23,Dallas,True
CUST_0287,2023-06-16,Low Value,38,Chicago,True
CUST_0288,2022-11-25,Low Value,46,New York,True
CUST_0289,2024-01-08,Medium Value,18,Dallas,True
CUST_0290,2022-01-15,Low Value,19,Los Angeles,True
CUST_0291,2023-02-06,Medium Value,37,Chicago,True
CUST_0292,2022-05-28,Medium Value,25,Los Angeles,True
CUST_0293,2022-05-12,Medium Value,23,San Jose,True
CUST_0294,2022-07-13,Low Value,47,Los Angeles,True
CUST_0295,2024-04-08,Low Value,24,Houston,True
CUST_0296,2022-04-02,High Value,43,San Antonio,True
CUST_0297,2022-01-16,Low Value,65,Los Angeles,True
CUST_0298,2023-03-19,Medium Value,33,San Jose,True
CUST_0299,2022-01-24,High Value,34,Houston,True
CUST_0300,2022-06-21,Low Value,56,San Jose,True
CUST_0301,2023-05-28,Medium Value,42,San Jose,True
CUST_0302,2022-09-25,Medium Value,46,New York,True
CUST_0303,2022-01-29,Medium Value,34,San Jose,True
CUST_0304,2022-08-23,Medium Value,42,Los Angeles,True
CUST_0305,2023-01-31,One-time Buyers,41,San Antonio,True
CUST_0306,2023-07-22,Low Value,47,San Jose,True
CUST_0307,2022-07-21,Medium Value,40,San Jose,True
CUST_0308,2022-09-09,Medium Value,37,Dallas,True
CUST_0309,2022-01-11,One-time Buyers,22,Philadelphia,True
CUST_0310,2024-11-28,One-time Buyers,47,Phoenix,True
CUST_0311,2022-07-12,One-time Buyers,35,Houston,True
CUST_0312,2023-06-14,Medium Value,35,Philadelphia,True
CUST_0313,2022-09-30,High Value,29,Houston,True
CUST_0314,2022-12-24,High Value,31,Phoenix,True
CUST_0315,2023-01-23,Medium Value,32,San Antonio,True
CUST_0316,2023-04-15,Low Value,29,Chicago,True
CUST_0317,2022-10-22,Medium Value,38,Phoenix,True
CUST_0318,2022-01-08,Medium Value,45,San Diego,True
CUST_0319,2022-01-07,One-time Buyers,35,Philadelphia,True
CUST_0320,2023-04-27,One-time Buyers,47,Los Angeles,True
CUST_0321,2022-05-10,One-time Buyers,28,New York,True
CUST_0322,2022-10-24,Medium Value,51,San Diego,True
CUST_0323,2024-12-31,One-time Buyers,29,San Jose,True
CUST_0324,2023-02-06,Medium Value,52,San Jose,True
CUST_0325,2022-02-05,Medium Value,18,Los Angeles,True
CUST_0326,2022-03-21,Medium Value,23,Los Angeles,True
CUST_0327,2022-01-06,High Value,34,Dallas,True
CUST_0328,2022-12-08,Medium Value,37,Houston,True
CUST_0329,2024-06-17,Medium Value,46,Dallas,True
CUST_0330,2022-07-08,One-time Buyers,32,Phoenix,True
CUST_0331,2022-02-24,Low Value,36,Chicago,True
CUST_0332,2022-08-04,Low Value,40,Philadelphia,True
CUST_0333,2022-02-28,Medium Value,27,Los Angeles,True
CUST_0334,2022-05-10,Low Value,28,Houston,True
CUST_0335,2024-11-09,High Value,52,Philadelphia,True
CUST_0336,2022-02-20,Low Value,28,Phoenix,True
CUST_0337,2022-03-18,Low Value,37,Chicago,True
CUST_0338,2022-09-18,Low Value,18,San Diego,True
CUST_0339,2023-09-22,High Value,27,Dallas,True
CUST_0340,2024-07-23,One-time Buyers,30,Phoenix,True
CUST_0341,2023-05-13,One-time Buyers,42,San Jose,True
CUST_0342,2022-06-07,High Value,59,Dallas,True
CUST_0343,2022-04-01,Medium Value,34,New York,True
CUST_0344,2022-03-16,High Value,56,Dallas,True
CUST_0345,2022-01-24,Low Value,34,Phoenix,True
CUST_0346,2022-09-27,Medium Value,49,Los Angeles,True
CUST_0347,2022-05-09,Low Value,43,Chicago,True
CUST_0348,2023-09-25,Medium Value,57,Phoenix,True
CUST_0349,2022-11-19,Low Value,44,Los Angeles,True
CUST_0350,2022-12-08,Low Value,41,Los Angeles,True
CUST_0351,2023-02-24,Low Value,32,Dallas,True
CUST_0352,2023-02-13,Medium Value,36,Chicago,True
CUST_0353,2023-05-27,Medium Value,35,Phoenix,True
CUST_0354,2022-04-12,High Value,50,Phoenix,True
CUST_0355,2024-12-31,Low Value,18,San Jose,True
CUST_0356,2022-08-21,Low Value,43,Houston,True
CUST_0357,2022-02-03,Low Value,37,Philadelphia,True
CUST_0358,2022-05-06,One-time Buyers,53,Houston,True
CUST_0359,2024-03-17,Low Value,29,Phoenix,True
CUST_0360,2023-01-05,Medium Value,37,Dallas,True
CUST_0361,2022-09-19,High Value,49,San Diego,True
CUST_0362,2023-09-08,High Value,18,Phoenix,True
CUST_0363,2024-11-06,One-time Buyers,28,New York,True
CUST_0364,2022-01-08,Low Value,39,Los Angeles,True
CUST_0365,2022-04-28,High Value,53,San Antonio,True
CUST_0366,2022-06-27,Low Value,34,Phoenix,True
CUST_0367,2024-12-31,Medium Value,18,New York,True
CUST_0368,2023-04-21,Medium Value,18,New York,True
CUST_0369,2022-03-16,Low Value,37,Philadelphia,True
CUST_0370,2022-04-06,Low Value,28,Chicago,True
CUST_0371,2022-02-19,One-time Buyers,42,Phoenix,True
CUST_0372,2022-11-02,Medium Value,33,Chicago,True
CUST_0373,2022-04-07,Medium Value,34,San Diego,True
CUST_0374,2022-03-20,One-time Buyers,37,Dallas,True
CUST_0375,2022-01-10,Medium Value,19,San Antonio,True
CUST_0376,2022-07-12,One-time Buyers,52,Dallas,True
CUST_0377,2022-03-03,One-time Buyers,39,New York,True
CUST_0378,2023-07-13,Low Value,40,Los Angeles,True
CUST_0379,2022-10-23,Low Value,37,Los Angeles,True
CUST_0380,2022-07-17,Low Value,43,Chicago,True
CUST_0381,2022-02-10,High Value,26,Dallas,True
CUST_0382,2022-07-22,Medium Value,56,New York,True
CUST_0383,2022-09-19,High Value,45,Philadelphia,True
CUST_0384,2022-07-02,Medium Value,27,San Jose,True
CUST_0385,2022-01-23,High Value,29,Dallas,True
CUST_0386,2022-04-14,Low Value,18,Chicago,True
CUST_0387,2023-08-14,Low Value,23,San Antonio,True
CUST_0388,2024-12-31,Medium Value,34,Chicago,True
CUST_0389,2022-07-27,High Value,53,New York,True
CUST_0390,2022-01-03,Low Value,45,Phoenix,True
CUST_0391,2022-08-07,Medium Value,32,Philadelphia,True
CUST_0392,2022-01-25,High Value,26,New York,True
CUST_0393,2022-02-12,Medium Value,56,Philadelphia,True
CUST_0394,2022-03-08,Low Value,42,Houston,True
CUST_0395,2022-02-03,Medium Value,51,Houston,True
CUST_0396,2024-04-05,High Value,46,Los Angeles,True
CUST_0397,2022-08-22,High Value,43,Philadelphia,True
CUST_0398,2023-05-01,Low Value,39,Dallas,True
CUST_0399,2023-05-21,Medium Value,50,San Antonio,True
CUST_0400,2022-11-06,Medium Value,37,San Jose,True
CUST_0401,2023-01-30,Low Value,27,Chicago,True
CUST_0402,2022-03-16,One-time Buyers,29,Houston,True
CUST_0403,2022-05-04,One-time Buyers,41,Chicago,True
CUST_0404,2022-07-26,Low Value,28,Chicago,True
CUST_0405,2023-01-17,Low Value,35,San Antonio,True
CUST_0406,2022-12-09,Medium Value,36,New York,True
CUST_0407,2022-01-10,High Value,31,Chicago,True
CUST_0408,2023-01-25,One-time Buyers,18,Philadelphia,True
CUST_0409,2022-06-16,Low Value,20,San Antonio,True
CUST_0410,2022-01-13,One-time Buyers,18,Houston,True
CUST_0411,2022-09-17,One-time Buyers,55,Phoenix,True
CUST_0412,2023-09-13,Medium Value,29,Chicago,True
CUST_0413,2022-06-14,One-time Buyers,42,Los Angeles,True
CUST_0414,2022-03-12,One-time Buyers,18,San Antonio,True
CUST_0415,2022-10-27,Low Value,27,New York,True
CUST_0416,2023-12-21,Low Value,39,San Diego,True
CUST_0417,2022-03-23,Medium Value,34,Houston,True
CUST_0418,2023-09-06,Medium Value,49,Houston,True
CUST_0419,2022-08-05,Medium Value,48,San Diego,True
CUST_0420,2022-05-29,Medium Value,18,Philadelphia,True
CUST_0421,2022-03-31,One-time Buyers,19,Phoenix,True
CUST_0422,2022-02-12,Low Value,48,Houston,True
CUST_0423,2022-07-01,One-time Buyers,35,Houston,True
CUST_0424,2023-06-14,Medium Value,19,New York,True
CUST_0425,2022-03-27,Medium Value,53,Houston,True
CUST_0426,2022-02-25,Medium Value,45,San Antonio,True
CUST_0427,2023-02-04,High Value,31,Philadelphia,True
CUST_0428,2023-05-07,Low Value,59,Phoenix,True
CUST_0429,2023-09-01,Low Value,31,Los Angeles,True
CUST_0430,2022-01-18,Medium Value,32,Phoenix,True
CUST_0431,2024-04-07,Low Value,43,Philadelphia,True
CUST_0432,2022-08-01,Medium Value,34,Dallas,True
CUST_0433,2022-02-18,High Value,45,San Antonio,True
CUST_0434,2022-08-06,Medium Value,39,Dallas,True
CUST_0435,2022-11-26,Medium Value,48,Philadelphia,True
CUST_0436,2022-12-02,Medium Value,22,New York,True
CUST_0437,2022-01-30,One-time Buyers,27,Los Angeles,True
CUST_0438,2022-02-28,One-time Buyers,57,Phoenix,True
CUST_0439,2023-07-01,Low Value,36,Chicago,True
CUST_0440,2022-10-16,Medium Value,39,San Jose,True
CUST_0441,2022-09-11,One-time Buyers,48,Phoenix,True
CUST_0442,2022-11-19,Medium Value,49,New York,True
CUST_0443,2022-11-13,Medium Value,38,Los Angeles,True
CUST_0444,2022-01-15,One-time Buyers,25,San Jose,True
CUST_0445,2022-06-06,One-time Buyers,38,San Antonio,True
CUST_0446,2023-02-07,Low Value,40,Philadelphia,True
CUST_0447,2022-06-05,One-time Buyers,49,Philadelphia,True
CUST_0448,2023-03-08,Low Value,20,San Antonio,True
CUST_0449,2022-06-21,Low Value,33,San Jose,True
CUST_0450,2022-01-02,Low Value,36,Dallas,True
CUST_0451,2022-05-17,Medium Value,54,Los Angeles,True
CUST_0452,2022-06-28,Medium Value,24,San Antonio,True
CUST_0453,2022-05-21,Medium Value,54,San Jose,True
CUST_0454,2022-07-06,Low Value,47,Houston,True
CUST_0455,2023-08-21,Medium Value,18,Phoenix,True
CUST_0456,2022-05-06,High Value,62,New York,True
CUST_0457,2022-06-02,Medium Value,47,San Antonio,True
CUST_0458,2023-03-11,Low Value,64,New York,True
CUST_0459,2023-01-15,Low Value,44,Dallas,True
CUST_0460,2024-02-25,Medium Value,38,Dallas,True
CUST_0461,2024-03-28,High Value,25,Houston,True
CUST_0462,2022-03-31,Medium Value,31,Philadelphia,True
CUST_0463,2022-04-21,Medium Value,37,San Antonio,True
CUST_0464,2022-10-10,Medium Value,51,Los Angeles,True
CUST_0465,2022-04-06,Low Value,23,Philadelphia,True
CUST_0466,2022-12-09,Medium Value,32,San Jose,True
CUST_0467,2022-08-12,Medium Value,27,Philadelphia,True
CUST_0468,2022-03-30,Low Value,38,Los Angeles,True
CUST_0469,2022-07-18,One-time Buyers,37,Phoenix,True
CUST_0470,2022-10-28,High Value,51,Dallas,True
CUST_0471,2022-10-04,One-time Buyers,35,Phoenix,True
CUST_0472,2022-03-13,Medium Value,35,San Antonio,True
CUST_0473,2022-06-08,Low Value,20,Philadelphia,True
CUST_0474,2022-04-07,Low Value,26,San Antonio,True
CUST_0475,2022-06-15,Low Value,26,Phoenix,True
CUST_0476,2022-06-30,Low Value,38,Dallas,True
CUST_0477,2022-02-25,Low Value,42,Chicago,True
CUST_0478,2022-01-31,Medium Value,39,Houston,True
CUST_0479,2022-11-05,High Value,46,San Antonio,True
CUST_0480,2022-05-29,Medium Value,61,San Antonio,True
CUST_0481,2022-07-26,Low Value,25,Chicago,True
CUST_0482,2023-01-15,Medium Value,54,San Jose,True
