transaction_id,customer_id,transaction_date,product_category,amount,year,month,quarter,day_of_week,is_weekend,has_discount,discount_amount,final_amount
TXN_000046,CUST_0005,2023-04-05,Electronics,329.85,2023,4,Q2,Wednesday,False,False,0.0,329.85
TXN_000047,CUST_0005,2023-04-05,Clothing,39.71,2023,4,Q2,Wednesday,False,True,7.37,32.34
TXN_000048,CUST_0005,2023-06-26,Electronics,82.55,2023,6,Q2,Monday,False,False,0.0,82.55
TXN_000049,CUST_0005,2023-06-26,Books,42.89,2023,6,Q2,Monday,False,False,0.0,42.89
TXN_000050,CUST_0005,2023-06-26,Electronics,27.67,2023,6,Q2,Monday,False,False,0.0,27.67
TXN_000051,CUST_0005,2023-09-22,Electronics,18.8,2023,9,Q3,Friday,False,False,0.0,18.8
TXN_000052,CUST_0005,2023-10-18,Clothing,56.94,2023,10,Q4,Wednesday,False,False,0.0,56.94
TXN_000053,CUST_0005,2023-10-18,Electronics,278.54,2023,10,Q4,Wednesday,False,False,0.0,278.54
TXN_000054,CUST_0005,2023-10-18,Electronics,211.18,2023,10,Q4,Wednesday,False,False,0.0,211.18
TXN_000055,CUST_0005,2023-10-18,Electronics,221.02,2023,10,Q4,Wednesday,False,False,0.0,221.02
TXN_000056,CUST_0005,2024-01-19,Clothing,33.11,2024,1,Q1,Friday,False,False,0.0,33.11
TXN_000057,CUST_0005,2024-01-19,Sports,51.15,2024,1,Q1,Friday,False,False,0.0,51.15
TXN_000058,CUST_0005,2024-01-19,Sports,86.45,2024,1,Q1,Friday,False,False,0.0,86.45
TXN_000059,CUST_0005,2024-04-14,Clothing,5.9,2024,4,Q2,Sunday,True,False,0.0,5.9
TXN_000060,CUST_0005,2024-04-14,Electronics,264.44,2024,4,Q2,Sunday,True,False,0.0,264.44
TXN_000061,CUST_0005,2024-06-27,Clothing,72.2,2024,6,Q2,Thursday,False,False,0.0,72.2
TXN_000062,CUST_0005,2024-09-22,Clothing,102.19,2024,9,Q3,Sunday,True,False,0.0,102.19
TXN_000063,CUST_0005,2024-09-22,Clothing,54.49,2024,9,Q3,Sunday,True,False,0.0,54.49
TXN_000064,CUST_0005,2024-09-22,Clothing,54.37,2024,9,Q3,Sunday,True,False,0.0,54.37
TXN_000065,CUST_0005,2024-09-22,Books,25.22,2024,9,Q3,Sunday,True,False,0.0,25.22
TXN_000066,CUST_0005,2024-09-22,Clothing,54.22,2024,9,Q3,Sunday,True,False,0.0,54.22
TXN_000067,CUST_0005,2024-10-20,Books,7.35,2024,10,Q4,Sunday,True,False,0.0,7.35
TXN_000068,CUST_0006,2022-09-28,Home & Garden,185.07,2022,9,Q3,Wednesday,False,False,0.0,185.07
TXN_000069,CUST_0006,2022-09-28,Books,15.08,2022,9,Q3,Wednesday,False,False,0.0,15.08
TXN_000070,CUST_0006,2022-09-28,Clothing,18.97,2022,9,Q3,Wednesday,False,False,0.0,18.97
TXN_000071,CUST_0006,2023-05-14,Clothing,93.78,2023,5,Q2,Sunday,True,False,0.0,93.78
TXN_000072,CUST_0006,2023-05-14,Electronics,320.54,2023,5,Q2,Sunday,True,False,0.0,320.54
TXN_000073,CUST_0006,2023-06-17,Electronics,257.5,2023,6,Q2,Saturday,True,False,0.0,257.5
TXN_000074,CUST_0006,2023-06-17,Clothing,80.27,2023,6,Q2,Saturday,True,False,0.0,80.27
TXN_000075,CUST_0006,2023-09-11,Books,21.2,2023,9,Q3,Monday,False,False,0.0,21.2
TXN_000076,CUST_0006,2023-09-11,Clothing,172.27,2023,9,Q3,Monday,False,False,0.0,172.27
TXN_000077,CUST_0006,2023-10-06,Books,27.99,2023,10,Q4,Friday,False,False,0.0,27.99
TXN_000078,CUST_0006,2023-10-24,Electronics,559.52,2023,10,Q4,Tuesday,False,False,0.0,559.52
TXN_000079,CUST_0006,2024-05-08,Books,27.17,2024,5,Q2,Wednesday,False,False,0.0,27.17
TXN_000080,CUST_0006,2024-05-08,Clothing,184.96,2024,5,Q2,Wednesday,False,False,0.0,184.96
TXN_000081,CUST_0006,2024-05-08,Sports,76.25,2024,5,Q2,Wednesday,False,False,0.0,76.25
TXN_000082,CUST_0006,2024-05-08,Electronics,396.99,2024,5,Q2,Wednesday,False,False,0.0,396.99
TXN_000083,CUST_0006,2024-07-14,Clothing,136.43,2024,7,Q3,Sunday,True,False,0.0,136.43
TXN_000084,CUST_0006,2024-07-14,Sports,115.67,2024,7,Q3,Sunday,True,False,0.0,115.67
TXN_000085,CUST_0006,2024-09-12,Clothing,44.25,2024,9,Q3,Thursday,False,False,0.0,44.25
TXN_000086,CUST_0006,2024-11-07,Sports,159.98,2024,11,Q4,Thursday,False,False,0.0,159.98
TXN_000087,CUST_0006,2024-11-07,Electronics,280.88,2024,11,Q4,Thursday,False,False,0.0,280.88
TXN_000088,CUST_0006,2024-11-07,Home & Garden,21.43,2024,11,Q4,Thursday,False,False,0.0,21.43
TXN_000089,CUST_0006,2024-11-07,Electronics,573.57,2024,11,Q4,Thursday,False,False,0.0,573.57
TXN_000090,CUST_0006,2024-12-21,Home & Garden,6.69,2024,12,Q4,Saturday,True,False,0.0,6.69
TXN_000091,CUST_0006,2024-12-21,Sports,7.07,2024,12,Q4,Saturday,True,False,0.0,7.07
TXN_000092,CUST_0006,2024-12-21,Electronics,432.84,2024,12,Q4,Saturday,True,False,0.0,432.84
TXN_000093,CUST_0006,2024-12-21,Sports,64.49,2024,12,Q4,Saturday,True,False,0.0,64.49
TXN_000094,CUST_0007,2022-09-09,Clothing,96.3,2022,9,Q3,Friday,False,False,0.0,96.3
TXN_000095,CUST_0007,2022-10-20,Electronics,63.45,2022,10,Q4,Thursday,False,False,0.0,63.45
TXN_000096,CUST_0007,2022-10-20,Electronics,442.8,2022,10,Q4,Thursday,False,False,0.0,442.8
TXN_000097,CUST_0007,2022-10-22,Books,28.97,2022,10,Q4,Saturday,True,False,0.0,28.97
TXN_000098,CUST_0007,2022-11-04,Sports,227.16,2022,11,Q4,Friday,False,False,0.0,227.16
TXN_000099,CUST_0007,2022-11-04,Electronics,172.72,2022,11,Q4,Friday,False,False,0.0,172.72
TXN_000100,CUST_0007,2022-11-05,Home & Garden,108.85,2022,11,Q4,Saturday,True,False,0.0,108.85
TXN_000101,CUST_0007,2022-11-05,Sports,285.78,2022,11,Q4,Saturday,True,False,0.0,285.78
TXN_000102,CUST_0007,2022-11-05,Clothing,185.36,2022,11,Q4,Saturday,True,False,0.0,185.36
TXN_000103,CUST_0007,2022-11-05,Home & Garden,9.62,2022,11,Q4,Saturday,True,False,0.0,9.62
TXN_000104,CUST_0007,2023-01-02,Electronics,495.45,2023,1,Q1,Monday,False,False,0.0,495.45
TXN_000105,CUST_0007,2023-01-02,Sports,6.0,2023,1,Q1,Monday,False,True,0.49,5.51
TXN_000106,CUST_0007,2023-02-27,Clothing,83.09,2023,2,Q1,Monday,False,False,0.0,83.09
TXN_000107,CUST_0007,2023-02-27,Clothing,110.09,2023,2,Q1,Monday,False,False,0.0,110.09
TXN_000108,CUST_0007,2023-02-27,Home & Garden,167.94,2023,2,Q1,Monday,False,False,0.0,167.94
TXN_000109,CUST_0007,2023-04-04,Home & Garden,92.91,2023,4,Q2,Tuesday,False,False,0.0,92.91
TXN_000110,CUST_0007,2023-04-29,Books,36.94,2023,4,Q2,Saturday,True,False,0.0,36.94
TXN_000111,CUST_0007,2023-07-14,Books,6.0,2023,7,Q3,Friday,False,False,0.0,6.0
TXN_000112,CUST_0007,2023-07-19,Books,6.77,2023,7,Q3,Wednesday,False,True,0.35,6.42
TXN_000113,CUST_0007,2023-08-14,Clothing,152.84,2023,8,Q3,Monday,False,False,0.0,152.84
TXN_000114,CUST_0007,2023-09-01,Clothing,145.74,2023,9,Q3,Friday,False,False,0.0,145.74
TXN_000115,CUST_0007,2023-09-01,Clothing,102.44,2023,9,Q3,Friday,False,True,19.15,83.28999999999999
TXN_000116,CUST_0007,2023-09-01,Clothing,116.56,2023,9,Q3,Friday,False,False,0.0,116.56
TXN_000117,CUST_0007,2023-09-01,Electronics,226.02,2023,9,Q3,Friday,False,False,0.0,226.02
TXN_000118,CUST_0007,2024-05-14,Clothing,145.04,2024,5,Q2,Tuesday,False,False,0.0,145.04
TXN_000119,CUST_0007,2024-05-14,Electronics,187.28,2024,5,Q2,Tuesday,False,True,36.31,150.97
TXN_000120,CUST_0007,2024-05-15,Clothing,102.96,2024,5,Q2,Wednesday,False,True,8.3,94.66
TXN_000121,CUST_0007,2024-05-15,Clothing,129.75,2024,5,Q2,Wednesday,False,True,31.65,98.1
TXN_000122,CUST_0007,2024-06-22,Electronics,395.98,2024,6,Q2,Saturday,True,False,0.0,395.98
TXN_000123,CUST_0007,2024-06-22,Electronics,432.36,2024,6,Q2,Saturday,True,False,0.0,432.36
TXN_000124,CUST_0007,2024-06-22,Books,31.11,2024,6,Q2,Saturday,True,False,0.0,31.11
TXN_000125,CUST_0007,2024-09-19,Clothing,45.54,2024,9,Q3,Thursday,False,False,0.0,45.54
TXN_000126,CUST_0007,2024-09-19,Electronics,6.0,2024,9,Q3,Thursday,False,False,0.0,6.0
TXN_000127,CUST_0007,2024-09-19,Electronics,259.12,2024,9,Q3,Thursday,False,False,0.0,259.12
TXN_000128,CUST_0007,2024-09-23,Home & Garden,130.39,2024,9,Q3,Monday,False,False,0.0,130.39
TXN_000129,CUST_0007,2024-09-23,Home & Garden,119.8,2024,9,Q3,Monday,False,False,0.0,119.8
TXN_000130,CUST_0007,2024-09-23,Home & Garden,208.52,2024,9,Q3,Monday,False,False,0.0,208.52
TXN_000131,CUST_0007,2024-09-23,Electronics,379.49,2024,9,Q3,Monday,False,False,0.0,379.49
TXN_000132,CUST_0007,2024-10-22,Clothing,75.95,2024,10,Q4,Tuesday,False,False,0.0,75.95
TXN_000133,CUST_0007,2024-10-22,Clothing,60.19,2024,10,Q4,Tuesday,False,False,0.0,60.19
TXN_000134,CUST_0007,2024-10-22,Clothing,64.25,2024,10,Q4,Tuesday,False,False,0.0,64.25
TXN_000135,CUST_0007,2024-10-24,Clothing,96.92,2024,10,Q4,Thursday,False,False,0.0,96.92
TXN_000136,CUST_0007,2024-10-24,Books,6.0,2024,10,Q4,Thursday,False,False,0.0,6.0
TXN_000137,CUST_0007,2024-10-24,Electronics,260.46,2024,10,Q4,Thursday,False,False,0.0,260.46
TXN_000138,CUST_0007,2024-11-04,Home & Garden,103.74,2024,11,Q4,Monday,False,False,0.0,103.74
TXN_000139,CUST_0007,2024-11-04,Sports,176.47,2024,11,Q4,Monday,False,True,11.35,165.12
TXN_000140,CUST_0007,2024-11-04,Electronics,692.75,2024,11,Q4,Monday,False,False,0.0,692.75
TXN_000141,CUST_0008,2023-01-26,Home & Garden,283.32,2023,1,Q1,Thursday,False,False,0.0,283.32
TXN_000142,CUST_0008,2023-02-13,Electronics,166.91,2023,2,Q1,Monday,False,False,0.0,166.91
TXN_000143,CUST_0008,2023-07-18,Books,43.87,2023,7,Q3,Tuesday,False,False,0.0,43.87
TXN_000144,CUST_0008,2023-07-18,Clothing,98.35,2023,7,Q3,Tuesday,False,False,0.0,98.35
TXN_000145,CUST_0008,2023-07-21,Electronics,187.59,2023,7,Q3,Friday,False,False,0.0,187.59
TXN_000146,CUST_0008,2023-07-21,Books,43.45,2023,7,Q3,Friday,False,False,0.0,43.45
TXN_000147,CUST_0008,2023-10-14,Sports,259.3,2023,10,Q4,Saturday,True,False,0.0,259.3
TXN_000148,CUST_0008,2023-10-14,Books,34.15,2023,10,Q4,Saturday,True,False,0.0,34.15
TXN_000149,CUST_0008,2023-10-14,Electronics,222.84,2023,10,Q4,Saturday,True,False,0.0,222.84
TXN_000150,CUST_0008,2023-10-14,Clothing,100.46,2023,10,Q4,Saturday,True,False,0.0,100.46
TXN_000151,CUST_0008,2023-11-29,Electronics,151.38,2023,11,Q4,Wednesday,False,False,0.0,151.38
TXN_000152,CUST_0008,2023-11-30,Clothing,6.82,2023,11,Q4,Thursday,False,False,0.0,6.82
TXN_000153,CUST_0008,2024-02-12,Home & Garden,301.78,2024,2,Q1,Monday,False,False,0.0,301.78
TXN_000154,CUST_0008,2024-02-12,Clothing,114.77,2024,2,Q1,Monday,False,False,0.0,114.77
TXN_000155,CUST_0008,2024-06-06,Clothing,201.05,2024,6,Q2,Thursday,False,False,0.0,201.05
TXN_000156,CUST_0008,2024-06-06,Electronics,257.93,2024,6,Q2,Thursday,False,False,0.0,257.93
TXN_000157,CUST_0008,2024-06-06,Home & Garden,6.0,2024,6,Q2,Thursday,False,False,0.0,6.0
TXN_000158,CUST_0008,2024-07-26,Electronics,470.66,2024,7,Q3,Friday,False,False,0.0,470.66
TXN_000159,CUST_0009,2023-04-12,Electronics,261.5,2023,4,Q2,Wednesday,False,False,0.0,261.5
TXN_000160,CUST_0009,2023-05-04,Sports,183.86,2023,5,Q2,Thursday,False,False,0.0,183.86
TXN_000161,CUST_0009,2023-05-04,Clothing,99.68,2023,5,Q2,Thursday,False,False,0.0,99.68
TXN_000162,CUST_0009,2023-05-04,Sports,14.32,2023,5,Q2,Thursday,False,False,0.0,14.32
TXN_000163,CUST_0009,2023-05-19,Electronics,418.72,2023,5,Q2,Friday,False,False,0.0,418.72
TXN_000164,CUST_0009,2023-05-19,Sports,241.19,2023,5,Q2,Friday,False,False,0.0,241.19
TXN_000165,CUST_0009,2023-05-19,Electronics,486.95,2023,5,Q2,Friday,False,False,0.0,486.95
TXN_000166,CUST_0009,2023-08-12,Clothing,100.47,2023,8,Q3,Saturday,True,False,0.0,100.47
TXN_000167,CUST_0009,2023-08-12,Electronics,131.44,2023,8,Q3,Saturday,True,False,0.0,131.44
TXN_000168,CUST_0009,2023-09-04,Clothing,39.18,2023,9,Q3,Monday,False,False,0.0,39.18
TXN_000169,CUST_0009,2023-09-04,Clothing,50.88,2023,9,Q3,Monday,False,False,0.0,50.88
TXN_000170,CUST_0009,2023-09-04,Clothing,118.88,2023,9,Q3,Monday,False,False,0.0,118.88
TXN_000171,CUST_0009,2023-09-04,Home & Garden,175.47,2023,9,Q3,Monday,False,False,0.0,175.47
TXN_000172,CUST_0009,2023-09-19,Electronics,471.45,2023,9,Q3,Tuesday,False,False,0.0,471.45
TXN_000173,CUST_0009,2023-09-19,Sports,139.3,2023,9,Q3,Tuesday,False,False,0.0,139.3
TXN_000174,CUST_0009,2023-11-19,Sports,99.71,2023,11,Q4,Sunday,True,True,15.4,84.30999999999999
TXN_000175,CUST_0009,2024-04-16,Electronics,675.25,2024,4,Q2,Tuesday,False,False,0.0,675.25
TXN_000176,CUST_0009,2024-04-16,Books,11.86,2024,4,Q2,Tuesday,False,False,0.0,11.86
TXN_000177,CUST_0009,2024-04-16,Electronics,441.55,2024,4,Q2,Tuesday,False,False,0.0,441.55
TXN_000178,CUST_0009,2024-04-29,Clothing,69.14,2024,4,Q2,Monday,False,False,0.0,69.14
TXN_000179,CUST_0009,2024-04-29,Clothing,172.75,2024,4,Q2,Monday,False,False,0.0,172.75
TXN_000180,CUST_0009,2024-09-17,Home & Garden,198.07,2024,9,Q3,Tuesday,False,False,0.0,198.07
TXN_000181,CUST_0009,2024-09-17,Home & Garden,127.09,2024,9,Q3,Tuesday,False,True,23.11,103.98
TXN_000182,CUST_0009,2024-10-22,Clothing,99.98,2024,10,Q4,Tuesday,False,False,0.0,99.98
TXN_000183,CUST_0009,2024-10-22,Clothing,90.89,2024,10,Q4,Tuesday,False,False,0.0,90.89
TXN_000184,CUST_0009,2024-10-22,Books,6.0,2024,10,Q4,Tuesday,False,False,0.0,6.0
TXN_000185,CUST_0009,2024-12-05,Home & Garden,180.13,2024,12,Q4,Thursday,False,False,0.0,180.13
TXN_000186,CUST_0010,2022-06-05,Sports,31.72,2022,6,Q2,Sunday,True,False,0.0,31.72
TXN_000187,CUST_0010,2022-06-05,Sports,30.34,2022,6,Q2,Sunday,True,False,0.0,30.34
TXN_000188,CUST_0010,2022-06-05,Clothing,53.06,2022,6,Q2,Sunday,True,False,0.0,53.06
TXN_000189,CUST_0010,2022-07-24,Sports,48.32,2022,7,Q3,Sunday,True,False,0.0,48.32
TXN_000190,CUST_0010,2023-06-24,Clothing,40.39,2023,6,Q2,Saturday,True,False,0.0,40.39
TXN_000191,CUST_0010,2023-06-24,Books,4.78,2023,6,Q2,Saturday,True,False,0.0,4.78
TXN_000192,CUST_0010,2023-07-11,Clothing,58.62,2023,7,Q3,Tuesday,False,False,0.0,58.62
TXN_000193,CUST_0010,2023-07-14,Home & Garden,205.51,2023,7,Q3,Friday,False,False,0.0,205.51
TXN_000194,CUST_0010,2023-08-23,Sports,101.15,2023,8,Q3,Wednesday,False,True,15.49,85.66000000000001
TXN_000195,CUST_0010,2023-08-23,Sports,49.91,2023,8,Q3,Wednesday,False,False,0.0,49.91
TXN_000196,CUST_0010,2023-08-23,Clothing,51.95,2023,8,Q3,Wednesday,False,False,0.0,51.95
TXN_000197,CUST_0010,2023-08-23,Books,18.05,2023,8,Q3,Wednesday,False,False,0.0,18.05
TXN_000198,CUST_0010,2023-09-12,Electronics,196.96,2023,9,Q3,Tuesday,False,False,0.0,196.96
TXN_000199,CUST_0010,2023-09-12,Clothing,53.02,2023,9,Q3,Tuesday,False,False,0.0,53.02
TXN_000200,CUST_0010,2023-10-31,Books,4.0,2023,10,Q4,Tuesday,False,False,0.0,4.0
TXN_000201,CUST_0010,2023-10-31,Home & Garden,177.93,2023,10,Q4,Tuesday,False,True,28.22,149.71
TXN_000202,CUST_0010,2024-06-11,Electronics,168.28,2024,6,Q2,Tuesday,False,False,0.0,168.28
TXN_000203,CUST_0010,2024-06-11,Clothing,91.42,2024,6,Q2,Tuesday,False,False,0.0,91.42
TXN_000204,CUST_0010,2024-06-11,Electronics,247.77,2024,6,Q2,Tuesday,False,False,0.0,247.77
TXN_000205,CUST_0010,2024-06-11,Books,25.41,2024,6,Q2,Tuesday,False,False,0.0,25.41
TXN_000206,CUST_0011,2022-02-26,Clothing,55.62,2022,2,Q1,Saturday,True,False,0.0,55.62
TXN_000207,CUST_0011,2022-05-19,Clothing,68.35,2022,5,Q2,Thursday,False,False,0.0,68.35
TXN_000208,CUST_0011,2022-05-19,Home & Garden,92.64,2022,5,Q2,Thursday,False,False,0.0,92.64
TXN_000209,CUST_0011,2022-09-11,Clothing,51.87,2022,9,Q3,Sunday,True,False,0.0,51.87
TXN_000210,CUST_0011,2024-01-23,Books,28.59,2024,1,Q1,Tuesday,False,False,0.0,28.59
TXN_000211,CUST_0011,2024-06-12,Home & Garden,16.27,2024,6,Q2,Wednesday,False,False,0.0,16.27
TXN_000212,CUST_0011,2024-06-12,Clothing,80.72,2024,6,Q2,Wednesday,False,False,0.0,80.72
TXN_000213,CUST_0012,2022-11-16,Clothing,91.15,2022,11,Q4,Wednesday,False,False,0.0,91.15
TXN_000214,CUST_0012,2022-11-19,Books,18.58,2022,11,Q4,Saturday,True,False,0.0,18.58
TXN_000215,CUST_0012,2022-11-19,Books,4.69,2022,11,Q4,Saturday,True,False,0.0,4.69
TXN_000216,CUST_0012,2022-11-19,Electronics,299.68,2022,11,Q4,Saturday,True,False,0.0,299.68
TXN_000217,CUST_0012,2022-11-19,Electronics,144.99,2022,11,Q4,Saturday,True,False,0.0,144.99
TXN_000218,CUST_0012,2023-05-25,Clothing,127.18,2023,5,Q2,Thursday,False,True,16.79,110.39000000000001
TXN_000219,CUST_0012,2023-09-15,Home & Garden,140.65,2023,9,Q3,Friday,False,False,0.0,140.65
TXN_000220,CUST_0012,2023-09-15,Electronics,99.67,2023,9,Q3,Friday,False,False,0.0,99.67
TXN_000221,CUST_0012,2024-02-02,Electronics,4.0,2024,2,Q1,Friday,False,False,0.0,4.0
TXN_000222,CUST_0012,2024-02-02,Electronics,232.82,2024,2,Q1,Friday,False,False,0.0,232.82
TXN_000223,CUST_0012,2024-12-10,Clothing,101.34,2024,12,Q4,Tuesday,False,False,0.0,101.34
TXN_000224,CUST_0013,2022-08-31,Clothing,409.82,2022,8,Q3,Wednesday,False,False,0.0,409.82
TXN_000225,CUST_0013,2022-08-31,Home & Garden,271.68,2022,8,Q3,Wednesday,False,False,0.0,271.68
TXN_000226,CUST_0013,2022-10-03,Sports,111.06,2022,10,Q4,Monday,False,False,0.0,111.06
TXN_000227,CUST_0013,2022-10-21,Home & Garden,170.14,2022,10,Q4,Friday,False,False,0.0,170.14
TXN_000228,CUST_0013,2022-10-21,Sports,195.54,2022,10,Q4,Friday,False,False,0.0,195.54
TXN_000229,CUST_0013,2022-11-09,Clothing,238.65,2022,11,Q4,Wednesday,False,False,0.0,238.65
TXN_000230,CUST_0013,2022-12-21,Clothing,226.29,2022,12,Q4,Wednesday,False,False,0.0,226.29
TXN_000231,CUST_0013,2022-12-21,Electronics,853.99,2022,12,Q4,Wednesday,False,False,0.0,853.99
TXN_000232,CUST_0013,2023-01-09,Home & Garden,433.21,2023,1,Q1,Monday,False,False,0.0,433.21
TXN_000233,CUST_0013,2023-01-16,Clothing,77.23,2023,1,Q1,Monday,False,False,0.0,77.23
TXN_000234,CUST_0013,2023-01-16,Home & Garden,181.74,2023,1,Q1,Monday,False,False,0.0,181.74
TXN_000235,CUST_0013,2023-03-20,Electronics,78.78,2023,3,Q1,Monday,False,False,0.0,78.78
TXN_000236,CUST_0013,2023-03-20,Clothing,386.58,2023,3,Q1,Monday,False,False,0.0,386.58
TXN_000237,CUST_0013,2023-03-20,Clothing,194.06,2023,3,Q1,Monday,False,False,0.0,194.06
TXN_000238,CUST_0013,2023-03-20,Clothing,330.91,2023,3,Q1,Monday,False,False,0.0,330.91
TXN_000239,CUST_0013,2023-05-14,Electronics,716.18,2023,5,Q2,Sunday,True,False,0.0,716.18
TXN_000240,CUST_0013,2023-06-22,Home & Garden,205.96,2023,6,Q2,Thursday,False,False,0.0,205.96
TXN_000241,CUST_0013,2023-09-01,Clothing,12.5,2023,9,Q3,Friday,False,False,0.0,12.5
TXN_000242,CUST_0013,2023-09-02,Clothing,148.19,2023,9,Q3,Saturday,True,False,0.0,148.19
TXN_000243,CUST_0013,2023-09-16,Home & Garden,233.04,2023,9,Q3,Saturday,True,False,0.0,233.04
TXN_000244,CUST_0013,2023-09-16,Electronics,12.5,2023,9,Q3,Saturday,True,False,0.0,12.5
TXN_000245,CUST_0013,2023-09-25,Electronics,565.51,2023,9,Q3,Monday,False,False,0.0,565.51
TXN_000246,CUST_0013,2023-10-06,Clothing,221.76,2023,10,Q4,Friday,False,False,0.0,221.76
TXN_000247,CUST_0013,2023-10-09,Home & Garden,28.01,2023,10,Q4,Monday,False,False,0.0,28.01
